model	app	subject	variant	field	value	confidence	evidence_count
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CPU host buffers, default build)	osu_latency	c/mpi/pt2pt/standard (CPU host buffers, default build)	launch.tasks	2	high	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CUDA/ROCm device buffers)	osu_latency	c/mpi/pt2pt/standard (CUDA/ROCm device buffers)	accelerator.kind	cuda	high	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CUDA/ROCm device buffers)	osu_latency	c/mpi/pt2pt/standard (CUDA/ROCm device buffers)	accelerator.multi_gpu	False	medium	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CUDA/ROCm device buffers)	osu_latency	c/mpi/pt2pt/standard (CUDA/ROCm device buffers)	accelerator.gpu_comm	gpu_aware_mpi	medium	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CUDA/ROCm device buffers)	osu_latency	c/mpi/pt2pt/standard (CUDA/ROCm device buffers)	launch.tasks	2	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CUDA/ROCm device buffers)	osu_latency	c/mpi/pt2pt/standard (CUDA/ROCm device buffers)	launch.launcher	mpirun	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CUDA/ROCm device buffers)	osu_latency	c/mpi/pt2pt/standard (CUDA/ROCm device buffers)	topology.co_location	preferred	medium	2
us.anthropic.claude-sonnet-5	lammps:reaxff-cpu	lmp	reaxff-cpu	parallelism	['mpi', 'threaded']	high	2
us.anthropic.claude-sonnet-5	lammps:reaxff-cpu	lmp	reaxff-cpu	communication.model	mixed	high	2
us.anthropic.claude-sonnet-5	lammps:reaxff-cpu	lmp	reaxff-cpu	communication.pattern	neighbor	high	1
us.anthropic.claude-sonnet-5	lammps:reaxff-cpu	lmp	reaxff-cpu	communication.intensity	high	medium	1
us.anthropic.claude-sonnet-5	lammps:reaxff-cpu	lmp	reaxff-cpu	communication.latency_sensitive	True	high	2
us.anthropic.claude-sonnet-5	lammps:reaxff-cpu	lmp	reaxff-cpu	communication.bandwidth_sensitive	False	medium	2
us.anthropic.claude-sonnet-5	lammps:reaxff-cpu	lmp	reaxff-cpu	memory.numa_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	lammps:reaxff-cpu	lmp	reaxff-cpu	accelerator.kind	none	high	1
us.anthropic.claude-sonnet-5	lammps:reaxff-kokkos-gpu	lmp	reaxff-kokkos-gpu	parallelism	['mpi', 'gpu', 'threaded']	high	2
us.anthropic.claude-sonnet-5	lammps:reaxff-kokkos-gpu	lmp	reaxff-kokkos-gpu	accelerator.kind	cuda	medium	1
us.anthropic.claude-sonnet-5	lammps:reaxff-kokkos-gpu	lmp	reaxff-kokkos-gpu	accelerator.multi_gpu	False	low	1
us.anthropic.claude-sonnet-5	lammps:reaxff-kokkos-gpu	lmp	reaxff-kokkos-gpu	accelerator.gpu_comm	gpu_aware_mpi	low	1
us.anthropic.claude-sonnet-5	lammps:reaxff-kokkos-gpu	lmp	reaxff-kokkos-gpu	communication.model	mixed	medium	2
us.anthropic.claude-sonnet-5	lammps:reaxff-kokkos-gpu	lmp	reaxff-kokkos-gpu	communication.pattern	neighbor	medium	1
us.anthropic.claude-sonnet-5	lammps:reaxff-kokkos-gpu	lmp	reaxff-kokkos-gpu	communication.latency_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	lammps:reaxff-kokkos-gpu	lmp	reaxff-kokkos-gpu	topology.co_location	preferred	low	1
